plik,emocja_prawdziwa,emocja_predykcja,zgodność,prawd_emocji_prawidłowej_%,angry_%,disgust_%,fear_%,happy_%,sad_%,surprise_%,neutral_%
FER2013/test\angry\PublicTest_70126767.jpg,angry,surprise,NIE,7.89,7.89,0.02,19.99,3.26,0.3,68.06,0.5
FER2013/test\angry\PublicTest_65455995.jpg,angry,fear,NIE,0.24,0.24,0.0,99.27,0.32,0.17,0.0,0.0
FER2013/test\angry\PrivateTest_44118054.jpg,angry,sad,NIE,0.24,0.24,0.0,8.24,0.0,91.25,0.0,0.26
FER2013/test\angry\PrivateTest_9877914.jpg,angry,angry,TAK,94.21,94.21,0.0,1.42,0.16,1.84,0.02,2.34
FER2013/test\angry\PublicTest_17017376.jpg,angry,angry,TAK,96.41,96.41,0.01,0.06,0.25,0.28,0.04,2.96
FER2013/test\angry\PublicTest_90378794.jpg,angry,happy,NIE,1.98,1.98,0.0,0.0,98.01,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_58505191.jpg,angry,surprise,NIE,0.02,0.02,0.0,18.64,0.85,0.0,80.23,0.26
FER2013/test\angry\PublicTest_90347378.jpg,angry,happy,NIE,1.15,1.15,0.04,0.9,60.82,6.11,0.08,30.9
FER2013/test\angry\PublicTest_63745951.jpg,angry,angry,TAK,91.04,91.04,0.0,0.34,3.82,2.08,0.0,2.72
FER2013/test\angry\PublicTest_16745237.jpg,angry,neutral,NIE,29.26,29.26,0.29,5.55,0.72,29.5,1.8,32.87
FER2013/test\angry\PrivateTest_73918107.jpg,angry,angry,TAK,56.08,56.08,0.0,3.81,0.01,38.14,0.0,1.96
FER2013/test\angry\PrivateTest_62900390.jpg,angry,angry,TAK,46.3,46.3,0.02,1.97,2.92,13.82,0.06,34.9
FER2013/test\angry\PrivateTest_24569157.jpg,angry,angry,TAK,67.84,67.84,0.0,1.46,0.04,29.12,0.02,1.54
FER2013/test\angry\PublicTest_81742978.jpg,angry,angry,TAK,99.83,99.83,0.0,0.01,0.0,0.0,0.0,0.16
FER2013/test\angry\PrivateTest_23751697.jpg,angry,angry,TAK,51.12,51.12,0.0,0.26,0.01,16.21,0.0,32.41
FER2013/test\angry\PrivateTest_25803660.jpg,angry,angry,TAK,93.22,93.22,0.0,4.25,0.35,1.88,0.12,0.17
FER2013/test\angry\PrivateTest_26560060.jpg,angry,angry,TAK,97.08,97.08,0.0,2.92,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_50259008.jpg,angry,fear,NIE,33.44,33.44,0.05,61.73,0.2,4.55,0.01,0.03
FER2013/test\angry\PublicTest_49898176.jpg,angry,happy,NIE,0.1,0.1,0.0,0.58,97.22,0.72,0.0,1.37
FER2013/test\angry\PrivateTest_22126718.jpg,angry,sad,NIE,13.21,13.21,0.0,0.19,0.0,84.08,0.0,2.52
FER2013/test\angry\PublicTest_97727923.jpg,angry,angry,TAK,91.63,91.63,0.0,0.03,0.01,2.78,0.0,5.55
FER2013/test\angry\PrivateTest_27425934.jpg,angry,angry,TAK,48.79,48.79,0.0,7.69,0.0,34.17,0.31,9.03
FER2013/test\angry\PrivateTest_98301490.jpg,angry,surprise,NIE,13.37,13.37,0.0,0.77,0.07,0.01,85.78,0.0
FER2013/test\angry\PrivateTest_21042434.jpg,angry,angry,TAK,99.75,99.75,0.0,0.0,0.0,0.25,0.0,0.0
FER2013/test\angry\PublicTest_56592933.jpg,angry,angry,TAK,99.97,99.97,0.0,0.02,0.0,0.01,0.0,0.0
FER2013/test\angry\PrivateTest_37769125.jpg,angry,angry,TAK,92.79,92.79,0.0,1.48,0.0,5.54,0.0,0.19
FER2013/test\angry\PrivateTest_51610150.jpg,angry,angry,TAK,99.43,99.43,0.0,0.46,0.0,0.1,0.0,0.0
FER2013/test\angry\PrivateTest_69720002.jpg,angry,angry,TAK,78.03,78.03,1.27,18.26,0.3,2.07,0.0,0.06
FER2013/test\angry\PrivateTest_7833671.jpg,angry,fear,NIE,28.27,28.27,0.0,50.25,0.04,19.42,1.37,0.65
FER2013/test\angry\PrivateTest_7977596.jpg,angry,happy,NIE,1.78,1.78,0.0,3.31,92.75,1.51,0.19,0.45
FER2013/test\angry\PublicTest_12700974.jpg,angry,angry,TAK,99.31,99.31,0.0,0.01,0.0,0.67,0.0,0.0
FER2013/test\angry\PublicTest_497151.jpg,angry,angry,TAK,29.72,29.72,0.0,24.79,17.32,0.22,21.26,6.69
FER2013/test\angry\PublicTest_48156348.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_37316865.jpg,angry,angry,TAK,97.56,97.56,0.0,0.46,0.0,1.43,0.0,0.54
FER2013/test\angry\PrivateTest_39470132.jpg,angry,angry,TAK,97.62,97.62,0.0,0.0,2.34,0.03,0.0,0.0
FER2013/test\angry\PrivateTest_26530508.jpg,angry,angry,TAK,99.23,99.23,0.0,0.01,0.74,0.02,0.0,0.0
FER2013/test\angry\PublicTest_96718734.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_66344219.jpg,angry,neutral,NIE,0.1,0.1,0.0,0.06,0.08,0.06,0.0,99.7
FER2013/test\angry\PublicTest_28628397.jpg,angry,angry,TAK,64.26,64.26,0.24,10.24,0.04,10.98,0.79,13.45
FER2013/test\angry\PublicTest_94771272.jpg,angry,fear,NIE,26.31,26.31,0.03,58.06,0.02,12.27,0.48,2.83
FER2013/test\angry\PublicTest_80585398.jpg,angry,angry,TAK,99.58,99.58,0.0,0.32,0.1,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_46420872.jpg,angry,sad,NIE,1.38,1.38,0.0,0.09,0.0,98.43,0.0,0.09
FER2013/test\angry\PublicTest_51144645.jpg,angry,neutral,NIE,0.11,0.11,0.0,0.0,0.01,5.61,0.0,94.26
FER2013/test\angry\PrivateTest_51551462.jpg,angry,angry,TAK,32.45,32.45,0.01,7.37,0.02,32.12,0.01,28.02
FER2013/test\angry\PublicTest_81843401.jpg,angry,neutral,NIE,0.49,0.49,0.0,0.04,0.08,1.04,0.12,98.23
FER2013/test\angry\PublicTest_77327770.jpg,angry,neutral,NIE,7.27,7.27,0.0,2.3,0.09,13.72,0.17,76.45
FER2013/test\angry\PrivateTest_55564530.jpg,angry,surprise,NIE,1.33,1.33,0.0,19.95,0.56,0.69,77.48,0.0
FER2013/test\angry\PublicTest_66439360.jpg,angry,angry,TAK,66.54,66.54,4.68,9.56,0.07,8.0,3.84,7.31
FER2013/test\angry\PublicTest_12326319.jpg,angry,fear,NIE,0.08,0.08,0.0,99.9,0.01,0.01,0.0,0.0
FER2013/test\angry\PublicTest_74238112.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_31947340.jpg,angry,sad,NIE,0.28,0.28,0.0,25.95,0.21,71.06,0.0,2.5
FER2013/test\angry\PublicTest_18131739.jpg,angry,neutral,NIE,1.79,1.79,0.0,0.8,0.44,2.54,0.17,94.25
FER2013/test\angry\PrivateTest_17952984.jpg,angry,neutral,NIE,34.27,34.27,0.0,0.13,0.02,9.75,0.0,55.82
FER2013/test\angry\PrivateTest_2775163.jpg,angry,angry,TAK,64.84,64.84,0.0,0.19,0.22,34.75,0.0,0.0
FER2013/test\angry\PrivateTest_79141944.jpg,angry,angry,TAK,50.71,50.71,1.07,22.78,0.01,24.25,0.0,1.18
FER2013/test\angry\PublicTest_62090392.jpg,angry,angry,TAK,99.99,99.99,0.0,0.0,0.0,0.0,0.0,0.01
FER2013/test\angry\PublicTest_69123222.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_18058366.jpg,angry,neutral,NIE,0.0,0.0,0.0,0.01,0.0,24.56,0.0,75.43
FER2013/test\angry\PublicTest_8568840.jpg,angry,angry,TAK,99.95,99.95,0.0,0.05,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_6998820.jpg,angry,angry,TAK,99.84,99.84,0.0,0.11,0.03,0.01,0.0,0.02
FER2013/test\angry\PrivateTest_51910300.jpg,angry,happy,NIE,0.93,0.93,0.01,0.67,53.08,34.1,0.01,11.19
FER2013/test\angry\PrivateTest_80645015.jpg,angry,angry,TAK,99.93,99.93,0.0,0.03,0.01,0.0,0.02,0.0
FER2013/test\angry\PublicTest_77035165.jpg,angry,angry,TAK,85.03,85.03,14.4,0.31,0.0,0.13,0.03,0.11
FER2013/test\angry\PublicTest_31362928.jpg,angry,angry,TAK,99.15,99.15,0.0,0.12,0.0,0.62,0.0,0.11
FER2013/test\angry\PublicTest_86533062.jpg,angry,fear,NIE,0.6,0.6,0.0,86.08,0.0,13.32,0.0,0.0
FER2013/test\angry\PublicTest_49591430.jpg,angry,angry,TAK,98.49,98.49,0.0,1.03,0.0,0.36,0.0,0.12
FER2013/test\angry\PublicTest_5543497.jpg,angry,angry,TAK,81.55,81.55,0.0,0.06,2.15,3.15,2.98,10.1
FER2013/test\angry\PublicTest_62838727.jpg,angry,neutral,NIE,3.3,3.3,0.0,2.29,0.16,0.37,5.84,88.03
FER2013/test\angry\PrivateTest_52838636.jpg,angry,sad,NIE,6.41,6.41,0.0,9.35,0.14,42.35,0.03,41.72
FER2013/test\angry\PublicTest_25391358.jpg,angry,angry,TAK,90.13,90.13,0.0,9.68,0.08,0.12,0.0,0.0
FER2013/test\angry\PublicTest_59544229.jpg,angry,fear,NIE,33.64,33.64,0.0,53.52,12.76,0.05,0.02,0.0
FER2013/test\angry\PublicTest_7122302.jpg,angry,sad,NIE,10.78,10.78,3.86,5.04,0.0,80.31,0.0,0.0
FER2013/test\angry\PublicTest_22161894.jpg,angry,neutral,NIE,0.02,0.02,0.0,0.0,0.01,0.4,0.0,99.57
FER2013/test\angry\PrivateTest_97911314.jpg,angry,angry,TAK,65.8,65.8,0.0,0.04,0.22,1.87,0.0,32.07
FER2013/test\angry\PublicTest_46181567.jpg,angry,angry,TAK,90.6,90.6,0.0,1.01,0.0,8.09,0.0,0.3
FER2013/test\angry\PublicTest_87834425.jpg,angry,angry,TAK,96.21,96.21,0.0,0.0,1.59,0.09,0.0,2.12
FER2013/test\angry\PrivateTest_38910565.jpg,angry,sad,NIE,26.2,26.2,0.01,14.67,0.01,54.0,0.0,5.11
FER2013/test\angry\PublicTest_1355981.jpg,angry,neutral,NIE,2.39,2.39,0.0,0.0,0.0,0.17,0.0,97.44
FER2013/test\angry\PrivateTest_35186407.jpg,angry,fear,NIE,0.91,0.91,0.0,73.23,0.17,0.81,24.13,0.74
FER2013/test\angry\PublicTest_27793599.jpg,angry,happy,NIE,2.43,2.43,0.0,18.52,30.19,9.28,14.01,25.57
FER2013/test\angry\PrivateTest_31265438.jpg,angry,fear,NIE,21.39,21.39,1.78,40.83,0.26,34.29,0.14,1.31
FER2013/test\angry\PublicTest_71571526.jpg,angry,angry,TAK,99.97,99.97,0.0,0.03,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_16834914.jpg,angry,happy,NIE,0.89,0.89,0.0,0.0,98.15,0.01,0.0,0.95
FER2013/test\angry\PublicTest_79811245.jpg,angry,angry,TAK,99.99,99.99,0.0,0.01,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_2392824.jpg,angry,angry,TAK,96.91,96.91,0.0,2.49,0.0,0.58,0.0,0.02
FER2013/test\angry\PublicTest_17598880.jpg,angry,sad,NIE,32.59,32.59,0.0,5.11,0.0,50.62,0.0,11.67
FER2013/test\angry\PrivateTest_79419543.jpg,angry,neutral,NIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
FER2013/test\angry\PrivateTest_18347688.jpg,angry,sad,NIE,7.75,7.75,0.0,11.32,0.0,79.22,0.0,1.72
FER2013/test\angry\PrivateTest_44883021.jpg,angry,neutral,NIE,22.76,22.76,0.0,1.57,0.03,21.74,0.02,53.87
FER2013/test\angry\PublicTest_95083562.jpg,angry,neutral,NIE,3.76,3.76,0.0,2.47,0.08,4.37,1.44,87.88
FER2013/test\angry\PrivateTest_56782878.jpg,angry,fear,NIE,1.56,1.56,0.0,71.22,0.0,1.44,0.0,25.78
FER2013/test\angry\PrivateTest_89289950.jpg,angry,happy,NIE,0.11,0.11,0.0,1.28,98.07,0.4,0.1,0.05
FER2013/test\angry\PublicTest_57438507.jpg,angry,surprise,NIE,2.95,2.95,0.0,0.04,0.0,0.0,96.95,0.05
FER2013/test\angry\PublicTest_67146017.jpg,angry,angry,TAK,60.36,60.36,0.0,0.01,0.0,39.05,0.0,0.58
FER2013/test\angry\PublicTest_95011486.jpg,angry,fear,NIE,29.88,29.88,1.72,47.03,0.16,18.92,0.08,2.2
FER2013/test\angry\PrivateTest_75250209.jpg,angry,angry,TAK,65.97,65.97,0.0,0.01,0.0,14.41,0.0,19.61
FER2013/test\angry\PublicTest_22516549.jpg,angry,angry,TAK,91.04,91.04,0.0,0.3,0.0,6.44,0.0,2.22
FER2013/test\angry\PrivateTest_51023332.jpg,angry,angry,TAK,49.03,49.03,0.0,45.63,0.0,5.25,0.01,0.07
FER2013/test\angry\PrivateTest_48857929.jpg,angry,sad,NIE,35.79,35.79,0.0,5.78,0.05,39.56,0.01,18.81
FER2013/test\angry\PublicTest_83776498.jpg,angry,happy,NIE,0.0,0.0,0.0,0.0,99.99,0.0,0.01,0.0
FER2013/test\angry\PrivateTest_43692546.jpg,angry,angry,TAK,97.68,97.68,0.0,0.86,0.15,1.26,0.0,0.04
FER2013/test\angry\PrivateTest_88795628.jpg,angry,angry,TAK,78.53,78.53,0.01,4.87,0.01,15.8,0.0,0.78
FER2013/test\angry\PrivateTest_26784100.jpg,angry,happy,NIE,0.0,0.0,0.0,3.12,95.46,0.06,0.0,1.36
FER2013/test\angry\PublicTest_63017102.jpg,angry,neutral,NIE,9.23,9.23,0.0,0.47,0.0,41.22,0.0,49.07
FER2013/test\angry\PublicTest_64033113.jpg,angry,neutral,NIE,0.01,0.01,0.0,0.01,0.0,28.34,0.0,71.64
FER2013/test\angry\PrivateTest_25924075.jpg,angry,sad,NIE,0.6,0.6,0.0,17.4,3.45,62.76,0.19,15.6
FER2013/test\angry\PublicTest_71394422.jpg,angry,neutral,NIE,37.24,37.24,0.0,0.46,5.52,0.1,0.02,56.65
FER2013/test\angry\PrivateTest_30853783.jpg,angry,angry,TAK,99.86,99.86,0.01,0.11,0.0,0.0,0.01,0.0
FER2013/test\angry\PublicTest_88085937.jpg,angry,angry,TAK,99.87,99.87,0.0,0.12,0.0,0.01,0.0,0.0
FER2013/test\angry\PublicTest_40341899.jpg,angry,neutral,NIE,1.66,1.66,0.01,3.26,0.64,5.34,0.0,89.08
FER2013/test\angry\PublicTest_59816405.jpg,angry,neutral,NIE,0.31,0.31,0.0,7.58,0.16,8.68,0.01,83.26
FER2013/test\angry\PublicTest_89771874.jpg,angry,fear,NIE,39.27,39.27,0.0,60.28,0.15,0.28,0.0,0.01
FER2013/test\angry\PublicTest_68635331.jpg,angry,angry,TAK,77.84,77.84,0.0,17.68,0.0,4.47,0.0,0.01
FER2013/test\angry\PrivateTest_61043821.jpg,angry,angry,TAK,99.99,99.99,0.0,0.01,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_24760870.jpg,angry,angry,TAK,71.62,71.62,0.01,6.69,0.49,20.51,0.11,0.57
FER2013/test\angry\PublicTest_66091352.jpg,angry,angry,TAK,97.38,97.38,0.0,0.01,2.46,0.15,0.0,0.0
FER2013/test\angry\PrivateTest_46256137.jpg,angry,neutral,NIE,0.04,0.04,0.0,0.06,0.01,0.35,0.03,99.51
FER2013/test\angry\PrivateTest_14325168.jpg,angry,fear,NIE,5.56,5.56,0.0,94.35,0.0,0.09,0.0,0.0
FER2013/test\angry\PrivateTest_46067064.jpg,angry,angry,TAK,98.96,98.96,0.0,0.0,0.0,0.83,0.0,0.2
FER2013/test\angry\PrivateTest_19777137.jpg,angry,fear,NIE,5.09,5.09,0.0,85.02,7.02,0.11,1.77,0.99
FER2013/test\angry\PrivateTest_64927607.jpg,angry,happy,NIE,0.06,0.06,0.0,0.09,99.33,0.0,0.35,0.17
FER2013/test\angry\PublicTest_43895652.jpg,angry,angry,TAK,73.64,73.64,0.15,0.68,0.06,24.93,0.0,0.54
FER2013/test\angry\PrivateTest_88305.jpg,angry,angry,TAK,45.39,45.39,0.0,8.17,0.0,39.46,0.0,6.99
FER2013/test\angry\PrivateTest_48929571.jpg,angry,angry,TAK,76.86,76.86,0.07,7.93,0.0,8.92,0.07,6.15
FER2013/test\angry\PrivateTest_28761796.jpg,angry,angry,TAK,94.74,94.74,0.0,0.0,0.01,3.09,0.0,2.17
FER2013/test\angry\PrivateTest_48166716.jpg,angry,neutral,NIE,1.14,1.14,0.0,0.01,1.35,1.08,0.0,96.43
FER2013/test\angry\PrivateTest_15855670.jpg,angry,sad,NIE,17.85,17.85,0.04,7.54,0.17,49.2,0.01,25.18
FER2013/test\angry\PublicTest_65017594.jpg,angry,neutral,NIE,0.01,0.01,0.0,0.01,0.06,0.55,0.0,99.37
FER2013/test\angry\PublicTest_98706886.jpg,angry,disgust,NIE,20.55,20.55,75.39,3.85,0.0,0.18,0.0,0.03
FER2013/test\angry\PrivateTest_62524431.jpg,angry,angry,TAK,75.49,75.49,0.0,5.2,13.78,3.3,0.0,2.22
FER2013/test\angry\PublicTest_1990985.jpg,angry,angry,TAK,97.98,97.98,0.08,1.91,0.0,0.02,0.0,0.0
FER2013/test\angry\PublicTest_4263322.jpg,angry,neutral,NIE,0.44,0.44,0.0,17.98,0.0,2.06,0.03,79.49
FER2013/test\angry\PublicTest_28415725.jpg,angry,angry,TAK,99.98,99.98,0.0,0.0,0.0,0.01,0.0,0.01
FER2013/test\angry\PrivateTest_93032381.jpg,angry,angry,TAK,67.38,67.38,0.01,0.4,0.4,2.3,10.45,19.06
FER2013/test\angry\PrivateTest_38961013.jpg,angry,sad,NIE,4.32,4.32,0.0,2.69,45.07,45.5,0.0,2.41
FER2013/test\angry\PrivateTest_69886581.jpg,angry,angry,TAK,98.24,98.24,0.17,0.55,0.0,0.8,0.02,0.22
FER2013/test\angry\PublicTest_939823.jpg,angry,angry,TAK,99.94,99.94,0.0,0.02,0.0,0.04,0.0,0.0
FER2013/test\angry\PublicTest_79854224.jpg,angry,sad,NIE,0.58,0.58,0.0,0.36,0.0,98.66,0.0,0.39
FER2013/test\angry\PrivateTest_29669680.jpg,angry,angry,TAK,99.99,99.99,0.0,0.01,0.0,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_27275324.jpg,angry,fear,NIE,43.07,43.07,0.0,56.84,0.09,0.0,0.0,0.0
FER2013/test\angry\PublicTest_77172367.jpg,angry,angry,TAK,99.95,99.95,0.0,0.04,0.0,0.01,0.0,0.0
FER2013/test\angry\PrivateTest_77446000.jpg,angry,angry,TAK,48.41,48.41,0.58,35.77,2.23,9.7,0.01,3.31
FER2013/test\angry\PrivateTest_73408654.jpg,angry,angry,TAK,97.01,97.01,0.27,1.39,0.0,1.33,0.0,0.01
FER2013/test\angry\PublicTest_67087752.jpg,angry,sad,NIE,0.01,0.01,0.0,0.03,8.04,91.91,0.0,0.0
FER2013/test\angry\PublicTest_3636907.jpg,angry,sad,NIE,4.23,4.23,1.3,14.85,0.0,79.46,0.0,0.16
FER2013/test\angry\PublicTest_33049665.jpg,angry,angry,TAK,86.05,86.05,0.0,1.64,5.0,6.68,0.03,0.6
FER2013/test\angry\PrivateTest_52922759.jpg,angry,happy,NIE,25.32,25.32,0.0,2.15,71.97,0.41,0.08,0.06
FER2013/test\angry\PrivateTest_62042844.jpg,angry,sad,NIE,15.83,15.83,0.06,8.09,0.18,70.39,0.17,5.27
FER2013/test\angry\PublicTest_12296139.jpg,angry,happy,NIE,0.08,0.08,0.0,0.0,99.92,0.0,0.0,0.0
FER2013/test\angry\PrivateTest_68557811.jpg,angry,sad,NIE,7.59,7.59,0.59,25.3,0.03,60.4,0.0,6.1
FER2013/test\angry\PrivateTest_31103368.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_3627549.jpg,angry,angry,TAK,79.06,79.06,0.0,18.24,0.0,2.58,0.0,0.12
FER2013/test\angry\PublicTest_52439734.jpg,angry,fear,NIE,1.54,1.54,1.01,71.22,0.21,0.03,25.97,0.01
FER2013/test\angry\PublicTest_65825726.jpg,angry,angry,TAK,86.08,86.08,0.01,13.9,0.0,0.0,0.0,0.01
FER2013/test\angry\PublicTest_97580990.jpg,angry,sad,NIE,0.01,0.01,0.0,33.12,0.0,65.17,0.0,1.69
FER2013/test\angry\PublicTest_90906370.jpg,angry,happy,NIE,1.16,1.16,0.0,0.21,95.86,2.76,0.0,0.0
FER2013/test\angry\PublicTest_17026620.jpg,angry,neutral,NIE,18.35,18.35,0.0,1.28,0.64,16.62,0.0,63.11
FER2013/test\angry\PublicTest_74346734.jpg,angry,sad,NIE,0.54,0.54,0.0,1.76,0.0,95.79,0.0,1.92
FER2013/test\angry\PublicTest_79434516.jpg,angry,angry,TAK,97.0,97.0,0.0,0.46,0.79,0.42,0.06,1.26
FER2013/test\angry\PublicTest_78810808.jpg,angry,angry,TAK,98.39,98.39,0.0,0.0,1.56,0.0,0.04,0.0
FER2013/test\angry\PublicTest_52681031.jpg,angry,fear,NIE,3.37,3.37,0.0,58.37,0.09,19.82,16.79,1.56
FER2013/test\angry\PublicTest_24586863.jpg,angry,angry,TAK,99.98,99.98,0.0,0.02,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_69709353.jpg,angry,sad,NIE,10.28,10.28,0.04,12.18,0.07,64.81,0.0,12.62
FER2013/test\angry\PublicTest_65942726.jpg,angry,fear,NIE,0.1,0.1,0.0,96.14,0.09,0.0,3.67,0.0
FER2013/test\angry\PublicTest_18274972.jpg,angry,angry,TAK,99.49,99.49,0.0,0.01,0.42,0.05,0.0,0.03
FER2013/test\angry\PrivateTest_25146065.jpg,angry,angry,TAK,99.27,99.27,0.0,0.0,0.0,0.03,0.0,0.71
FER2013/test\angry\PublicTest_17560953.jpg,angry,angry,TAK,80.93,80.93,0.0,19.06,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_99365116.jpg,angry,fear,NIE,10.31,10.31,0.0,58.06,0.16,17.69,0.42,13.36
FER2013/test\angry\PublicTest_47804687.jpg,angry,neutral,NIE,0.81,0.81,0.0,0.0,0.0,0.01,0.0,99.19
FER2013/test\angry\PrivateTest_38920534.jpg,angry,angry,TAK,83.3,83.3,0.0,16.63,0.01,0.06,0.0,0.0
FER2013/test\angry\PublicTest_14075653.jpg,angry,sad,NIE,22.98,22.98,0.0,8.35,0.0,66.85,0.0,1.81
FER2013/test\angry\PublicTest_94398991.jpg,angry,angry,TAK,98.42,98.42,0.06,0.63,0.0,0.82,0.0,0.05
FER2013/test\angry\PrivateTest_70112594.jpg,angry,angry,TAK,93.47,93.47,0.0,6.21,0.01,0.3,0.0,0.0
FER2013/test\angry\PrivateTest_14426977.jpg,angry,angry,TAK,80.66,80.66,0.11,10.15,0.55,8.18,0.07,0.29
FER2013/test\angry\PrivateTest_68333170.jpg,angry,fear,NIE,4.21,4.21,0.04,78.23,0.01,1.41,12.65,3.44
FER2013/test\angry\PublicTest_46533021.jpg,angry,angry,TAK,99.85,99.85,0.04,0.08,0.0,0.01,0.01,0.0
FER2013/test\angry\PublicTest_9442610.jpg,angry,fear,NIE,27.36,27.36,0.31,54.39,0.03,17.88,0.0,0.02
FER2013/test\angry\PrivateTest_3411628.jpg,angry,neutral,NIE,11.34,11.34,0.0,0.51,0.0,29.12,0.0,59.02
FER2013/test\angry\PublicTest_53367661.jpg,angry,neutral,NIE,0.76,0.76,0.0,0.01,0.08,7.72,0.0,91.43
FER2013/test\angry\PublicTest_84366.jpg,angry,angry,TAK,99.96,99.96,0.0,0.0,0.0,0.04,0.0,0.0
FER2013/test\angry\PrivateTest_14444117.jpg,angry,angry,TAK,99.08,99.08,0.0,0.48,0.05,0.39,0.0,0.01
FER2013/test\angry\PublicTest_30767380.jpg,angry,neutral,NIE,0.0,0.0,0.0,0.12,1.28,0.08,0.0,98.51
FER2013/test\angry\PrivateTest_71268050.jpg,angry,sad,NIE,0.23,0.23,0.0,0.23,0.0,73.26,0.0,26.27
FER2013/test\angry\PrivateTest_731447.jpg,angry,fear,NIE,0.11,0.11,0.0,52.22,0.0,47.62,0.0,0.05
FER2013/test\angry\PublicTest_5507504.jpg,angry,fear,NIE,0.01,0.01,0.0,99.48,0.1,0.25,0.01,0.14
FER2013/test\angry\PrivateTest_39390808.jpg,angry,angry,TAK,98.19,98.19,0.0,0.0,0.0,0.26,0.0,1.54
FER2013/test\angry\PublicTest_29353330.jpg,angry,neutral,NIE,0.21,0.21,0.0,0.41,7.27,2.43,0.02,89.65
FER2013/test\angry\PublicTest_94978869.jpg,angry,angry,TAK,95.82,95.82,0.0,3.29,0.0,0.88,0.0,0.0
FER2013/test\angry\PublicTest_24929049.jpg,angry,sad,NIE,0.0,0.0,0.0,47.15,0.0,52.85,0.0,0.0
FER2013/test\angry\PublicTest_82116704.jpg,angry,neutral,NIE,38.38,38.38,0.0,0.05,4.09,0.88,0.01,56.59
FER2013/test\angry\PrivateTest_82725382.jpg,angry,angry,TAK,69.64,69.64,0.0,3.05,1.52,7.28,5.02,13.48
FER2013/test\angry\PrivateTest_88790866.jpg,angry,sad,NIE,16.07,16.07,0.0,3.81,0.28,50.38,0.0,29.44
FER2013/test\angry\PublicTest_94454233.jpg,angry,sad,NIE,23.06,23.06,0.01,3.07,0.03,51.57,0.0,22.27
FER2013/test\angry\PublicTest_75170399.jpg,angry,angry,TAK,98.94,98.94,0.0,0.13,0.0,0.92,0.0,0.0
FER2013/test\angry\PrivateTest_27063807.jpg,angry,sad,NIE,39.04,39.04,0.0,0.67,0.28,39.56,0.0,20.45
FER2013/test\angry\PublicTest_33939155.jpg,angry,angry,TAK,99.99,99.99,0.0,0.0,0.0,0.0,0.0,0.01
FER2013/test\angry\PublicTest_48232878.jpg,angry,angry,TAK,86.45,86.45,0.02,11.54,1.9,0.07,0.0,0.01
FER2013/test\angry\PrivateTest_15827448.jpg,angry,fear,NIE,2.56,2.56,0.03,60.72,0.04,33.67,0.27,2.7
FER2013/test\angry\PublicTest_19679720.jpg,angry,angry,TAK,53.14,53.14,0.0,4.63,0.01,19.84,0.01,22.37
FER2013/test\angry\PrivateTest_1109992.jpg,angry,angry,TAK,90.78,90.78,0.0,0.02,1.32,0.0,7.88,0.0
FER2013/test\angry\PublicTest_43169549.jpg,angry,neutral,NIE,7.85,7.85,0.0,13.15,0.05,29.19,0.01,49.76
FER2013/test\angry\PublicTest_66951145.jpg,angry,angry,TAK,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\angry\PublicTest_46653575.jpg,angry,sad,NIE,38.09,38.09,0.3,7.96,0.02,40.18,0.04,13.41
FER2013/test\angry\PrivateTest_65816712.jpg,angry,angry,TAK,98.7,98.7,0.0,1.08,0.0,0.0,0.21,0.0
FER2013/test\angry\PublicTest_80419054.jpg,angry,happy,NIE,19.24,19.24,0.0,1.87,51.26,27.1,0.01,0.52
FER2013/test\angry\PrivateTest_64746023.jpg,angry,sad,NIE,0.03,0.03,0.0,16.04,0.0,83.11,0.0,0.82
FER2013/test\angry\PrivateTest_19212977.jpg,angry,sad,NIE,0.0,0.0,0.0,0.9,0.0,99.1,0.0,0.0
FER2013/test\angry\PublicTest_27052118.jpg,angry,angry,TAK,93.82,93.82,0.32,0.05,0.04,1.41,0.0,4.35
FER2013/test\angry\PublicTest_82685854.jpg,angry,angry,TAK,97.37,97.37,2.05,0.46,0.0,0.1,0.0,0.01
